suburb,type,price,Method,Date,Distance,Postcode,bedrooms,bathrooms,car,Landsize
Oakleigh South,h,580000,PI,12/06/2016,14.7,3167,2,1,2,428
Oakleigh South,h,937500,S,12/11/2016,14.7,3167,3,1,2,530
Oakleigh South,h,1080000,S,12/11/2016,14.7,3167,3,2,2,716
Oakleigh South,h,1000000,S,12/11/2016,14.7,3167,3,2,2,575
Oakleigh South,h,921000,S,18/03/2017,14.7,3167,3,1,2,535
Oakleigh South,h,800000,PI,18/06/2016,14.7,3167,4,2,2,558
Oakleigh South,t,800000,S,24/09/2016,14.7,3167,3,1,2,252
Oakleigh South,h,1067000,S,25/02/2017,14.7,3167,3,1,2,648
Oakleigh South,h,800000,S,25/02/2017,14.7,3167,3,2,2,0
Oakleigh South,h,850500,S,27/11/2016,14.7,3167,3,1,2,531
Oakleigh South,h,980500,S,27/11/2016,14.7,3167,3,2,2,727
Oakleigh South,h,1068000,S,27/11/2016,14.7,3167,3,2,2,609
Oakleigh South,h,937500,SP,28/05/2016,14.7,3167,4,2,2,539
Oakleigh South,h,1126000,S,28/08/2016,14.7,3167,4,2,2,530
Parkville,h,1230000,S,3/09/2016,2.6,3052,4,2,2,357
Parkville,h,2375000,S,19/11/2016,2.6,3052,4,2,2,182
Parkville,u,1403000,S,27/11/2016,2.6,3052,3,2,2,2401
Parkville,h,965000,SP,28/08/2016,2.6,3052,3,2,2,173
Pascoe Vale,h,1465000,S,4/03/2017,9.9,3044,3,1,2,956
Pascoe Vale,h,955000,S,4/03/2017,9.9,3044,4,2,2,686
Pascoe Vale,h,1196000,S,4/03/2017,9.9,3044,4,2,2,559
Pascoe Vale,h,731000,S,4/06/2016,9.9,3044,3,1,2,568
Pascoe Vale,h,555000,S,6/08/2016,9.9,3044,2,1,2,336
Pascoe Vale,h,741000,S,7/11/2016,9.9,3044,2,1,2,520
Pascoe Vale,h,990000,S,10/12/2016,9.9,3044,4,2,2,770
Pascoe Vale,h,950000,VB,10/12/2016,9.9,3044,5,2,2,705
Pascoe Vale,h,920000,S,11/03/2017,9.9,3044,2,1,2,650
Pascoe Vale,h,835000,PI,12/11/2016,9.9,3044,3,1,2,422
Pascoe Vale,t,667500,SP,12/11/2016,9.9,3044,3,2,2,167
Pascoe Vale,h,900000,SP,14/05/2016,9.9,3044,3,2,2,608
Pascoe Vale,h,680000,PI,14/05/2016,9.9,3044,2,1,2,590
Pascoe Vale,h,683500,S,14/05/2016,9.9,3044,3,1,2,590
Pascoe Vale,t,590000,PI,15/10/2016,9.9,3044,3,2,2,191
Pascoe Vale,h,815000,S,15/10/2016,9.9,3044,3,1,2,628
Pascoe Vale,u,515000,SP,16/04/2016,9.9,3044,3,1,2,0
Pascoe Vale,h,750000,SP,18/03/2017,9.9,3044,3,2,2,540
Pascoe Vale,h,822000,SP,18/03/2017,9.9,3044,4,2,2,250
Pascoe Vale,h,983000,S,18/03/2017,9.9,3044,3,1,2,650
Pascoe Vale,h,1350000,PI,19/11/2016,9.9,3044,4,2,2,646
Pascoe Vale,h,723000,S,22/05/2016,9.9,3044,4,1,2,485
Pascoe Vale,t,550500,S,22/05/2016,9.9,3044,2,1,2,135
Pascoe Vale,h,1000000,SP,22/08/2016,9.9,3044,3,1,2,858
Pascoe Vale,u,533000,SP,22/08/2016,9.9,3044,3,2,2,197
Pascoe Vale,h,792000,S,24/09/2016,9.9,3044,3,1,2,582
Pascoe Vale,h,960000,S,25/02/2017,9.9,3044,3,1,2,641
Pascoe Vale,h,985000,SP,25/02/2017,9.9,3044,4,2,2,511
Pascoe Vale,h,855000,S,26/07/2016,9.9,3044,2,1,2,659
Pascoe Vale,t,665000,SP,26/07/2016,9.9,3044,4,2,2,148
Pascoe Vale,h,880000,S,27/06/2016,9.9,3044,3,2,2,588
Pascoe Vale,h,700000,S,27/06/2016,9.9,3044,3,1,2,449
Pascoe Vale,h,721000,S,27/11/2016,9.9,3044,3,1,2,542
Pascoe Vale,h,960000,S,28/08/2016,9.9,3044,3,2,2,501
Pascoe Vale,h,650000,SP,30/07/2016,9.9,3044,4,1,2,410
Pascoe Vale,h,937000,S,30/07/2016,9.9,3044,4,2,2,708
Pascoe Vale,h,500000,VB,30/07/2016,9.9,3044,3,1,2,191
Pascoe Vale,h,775000,S,30/07/2016,9.9,3044,2,1,2,527
Port Melbourne,h,1800000,VB,3/12/2016,3.8,3207,6,4,2,353
Port Melbourne,u,1200000,SP,3/12/2016,3.8,3207,3,2,2,0
Port Melbourne,u,1340000,VB,3/12/2016,3.8,3207,2,2,2,21700
Port Melbourne,u,1250000,VB,4/03/2017,3.8,3207,2,2,2,0
Port Melbourne,h,1630000,S,4/03/2017,3.8,3207,3,2,2,135
Port Melbourne,u,725000,VB,4/06/2016,3.8,3207,2,2,2,0
Port Melbourne,h,1342000,S,4/06/2016,3.8,3207,3,2,2,173
Port Melbourne,h,1502000,S,6/08/2016,3.8,3207,4,1,2,146
Port Melbourne,u,845000,SP,7/05/2016,3.8,3207,2,2,2,2166
Port Melbourne,h,1560000,S,10/09/2016,3.8,3207,3,2,2,241
Port Melbourne,u,1610000,S,10/12/2016,3.8,3207,2,2,2,0
Port Melbourne,h,880000,S,10/12/2016,3.8,3207,2,1,2,163
Port Melbourne,u,820000,VB,14/05/2016,3.8,3207,2,2,2,2166
Port Melbourne,h,2350000,S,15/10/2016,3.8,3207,5,1,2,350
Port Melbourne,t,1565000,S,16/04/2016,3.8,3207,3,1,2,188
Port Melbourne,u,2260000,S,22/05/2016,3.8,3207,3,2,2,0
Port Melbourne,u,1250000,VB,22/05/2016,3.8,3207,2,2,2,0
Port Melbourne,u,1252000,SP,24/09/2016,3.8,3207,2,1,2,0
Port Melbourne,u,2460000,S,27/11/2016,3.8,3207,3,2,2,5042
Port Melbourne,h,3705000,S,27/11/2016,3.8,3207,3,2,2,214
Port Melbourne,t,950000,PI,27/11/2016,3.8,3207,3,2,2,0
Port Melbourne,u,900000,S,28/05/2016,3.8,3207,2,1,2,0
Port Melbourne,h,1080000,S,30/07/2016,3.8,3207,3,1,2,116
Prahran,u,1400000,S,4/06/2016,4.5,3181,3,2,2,0
Prahran,h,1590000,S,10/12/2016,4.5,3181,2,1,2,308
Prahran,u,1350000,VB,12/11/2016,4.5,3181,3,2,2,0
Prahran,h,1651000,S,16/04/2016,4.5,3181,3,1,2,294
Prahran,h,1500000,VB,17/09/2016,4.5,3181,2,1,2,222
Prahran,h,1460000,S,18/03/2017,4.5,3181,2,1,2,227
Prahran,u,480000,PI,18/03/2017,4.5,3181,2,1,2,0
Prahran,h,1720000,S,25/02/2017,4.5,3181,3,2,2,183
Prahran,h,2385000,PI,27/11/2016,4.5,3181,3,2,2,217
Prahran,h,1500000,S,30/07/2016,4.5,3181,2,1,2,236
Prahran,h,1442000,S,30/07/2016,4.5,3181,3,1,2,199
Preston,h,1250000,S,3/09/2016,8.8,3072,3,1,2,644
Preston,h,855000,VB,3/09/2016,8.8,3072,3,1,2,584
Preston,h,930000,S,3/09/2016,8.8,3072,4,2,2,604
Preston,h,930000,SP,3/09/2016,8.8,3072,3,1,2,518
Preston,h,637000,S,4/03/2017,8.8,3072,3,1,2,327
Preston,h,950000,SP,4/06/2016,8.8,3072,3,1,2,563
Preston,h,840000,S,6/08/2016,8.8,3072,3,1,2,647
Preston,h,540000,PI,7/11/2016,8.8,3072,2,1,2,250
Preston,h,1150000,S,7/11/2016,8.8,3072,3,1,2,566
Preston,h,965000,S,7/11/2016,8.8,3072,3,1,2,581
Preston,h,700000,S,8/10/2016,8.8,3072,3,1,2,562
Preston,h,615000,S,8/10/2016,8.8,3072,3,1,2,493
Preston,h,735000,S,8/10/2016,8.8,3072,3,1,2,369
Preston,h,1000000,S,8/10/2016,8.8,3072,3,1,2,463
Preston,h,810000,S,10/09/2016,8.8,3072,4,2,2,1034
Preston,h,600000,S,10/09/2016,8.8,3072,2,1,2,220
Preston,h,925000,S,10/12/2016,8.8,3072,3,1,2,693
Preston,h,799900,SP,10/12/2016,8.8,3072,2,1,2,460
Preston,h,1000000,PI,10/12/2016,8.8,3072,3,2,2,143
Preston,h,1650000,S,10/12/2016,8.8,3072,3,1,2,452
Preston,h,990000,PI,11/03/2017,8.8,3072,3,2,2,475
Preston,h,1000000,SP,12/11/2016,8.8,3072,4,1,2,568
Preston,h,1260000,SP,14/05/2016,8.8,3072,4,3,2,654
Preston,u,798000,S,15/10/2016,8.8,3072,3,2,2,212
Preston,h,1355000,S,15/10/2016,8.8,3072,3,1,2,916
Preston,h,971000,S,15/10/2016,8.8,3072,3,1,2,610
Preston,h,920000,SP,16/04/2016,8.8,3072,2,2,2,516
Preston,h,800000,S,17/09/2016,8.8,3072,3,3,2,421
Preston,h,930000,PI,17/09/2016,8.8,3072,4,2,2,544
Preston,h,930000,S,17/09/2016,8.8,3072,3,1,2,468
Preston,h,886000,S,17/09/2016,8.8,3072,2,1,2,467
Preston,h,1400000,VB,18/03/2017,8.8,3072,4,2,2,559
Preston,h,876000,S,18/03/2017,8.8,3072,2,1,2,479
Preston,h,1000000,S,18/03/2017,8.8,3072,3,2,2,227
Preston,h,800000,PI,18/03/2017,8.8,3072,3,1,2,516
Preston,h,1070000,S,18/03/2017,8.8,3072,3,1,2,585
Preston,h,565000,S,18/06/2016,8.8,3072,2,1,2,349
Preston,t,714000,S,18/06/2016,8.8,3072,3,2,2,185
Preston,h,1127000,S,18/06/2016,8.8,3072,3,2,2,590
Preston,h,750000,SP,18/06/2016,8.8,3072,3,1,2,409
Preston,h,670000,VB,19/11/2016,8.8,3072,3,1,2,271
Preston,h,1315000,S,19/11/2016,8.8,3072,4,3,2,836
Preston,h,890000,S,22/08/2016,8.8,3072,3,1,2,454
Preston,h,1088000,S,22/08/2016,8.8,3072,2,1,2,712
Preston,h,1123000,S,22/08/2016,8.8,3072,3,1,2,504
Preston,h,600000,VB,23/04/2016,8.8,3072,4,1,2,236
Preston,h,1040000,S,25/02/2017,8.8,3072,3,1,2,399
Preston,h,520000,S,25/02/2017,8.8,3072,2,1,2,178
Preston,u,605000,S,26/07/2016,8.8,3072,3,1,2,192
Preston,h,890000,S,26/07/2016,8.8,3072,3,1,2,495
Preston,h,875000,S,27/06/2016,8.8,3072,4,1,2,400
Preston,h,821000,S,27/11/2016,8.8,3072,3,1,2,396
Preston,h,888500,S,27/11/2016,8.8,3072,3,1,2,497
Preston,h,870000,S,27/11/2016,8.8,3072,4,1,2,400
Preston,h,900000,VB,28/05/2016,8.8,3072,3,1,2,560
Preston,h,800000,PI,28/05/2016,8.8,3072,3,1,2,207
Preston,h,1162500,S,28/08/2016,8.8,3072,3,2,2,463
Preston,h,930000,SP,28/08/2016,8.8,3072,3,1,2,679
Preston,h,840000,PI,30/07/2016,8.8,3072,4,1,2,390
Preston,h,750000,PI,30/07/2016,8.8,3072,3,3,2,0
Reservoir,h,731000,S,3/12/2016,11.2,3073,3,1,2,779
Reservoir,t,620000,S,3/12/2016,11.2,3073,3,2,2,207
Reservoir,h,620000,PI,3/12/2016,11.2,3073,3,1,2,762
Reservoir,h,1025000,S,3/12/2016,11.2,3073,3,2,2,676
Reservoir,h,805000,S,4/03/2017,11.2,3073,3,1,2,227
Reservoir,h,770000,S,4/03/2017,11.2,3073,4,1,2,855
Reservoir,u,645000,S,4/03/2017,11.2,3073,3,1,2,280
Reservoir,h,810000,S,4/03/2017,11.2,3073,2,1,2,950
Reservoir,h,920000,S,4/06/2016,11.2,3073,3,2,2,623
Reservoir,h,510000,PI,6/08/2016,11.2,3073,3,1,2,543
Reservoir,h,851000,S,7/11/2016,11.2,3073,4,2,2,581
Reservoir,h,900000,S,7/11/2016,11.2,3073,3,2,2,634
Reservoir,h,915000,S,8/10/2016,11.2,3073,3,3,2,618
Reservoir,h,800000,S,8/10/2016,11.2,3073,3,1,2,570
Reservoir,h,611000,S,8/10/2016,11.2,3073,2,1,2,379
Reservoir,u,440000,SP,8/10/2016,11.2,3073,2,1,2,132
Reservoir,h,610000,VB,10/09/2016,11.2,3073,3,1,2,492
Reservoir,h,890000,S,10/09/2016,11.2,3073,3,2,2,634
Reservoir,h,650000,PI,10/09/2016,11.2,3073,4,1,2,650
Reservoir,h,810000,SP,10/12/2016,11.2,3073,3,1,2,564
Reservoir,h,780000,S,10/12/2016,11.2,3073,3,1,2,457
Reservoir,h,555000,S,11/02/2017,11.2,3073,2,1,2,229
Reservoir,h,540000,PI,11/02/2017,11.2,3073,3,2,2,215
Reservoir,h,812000,S,12/06/2016,11.2,3073,3,1,2,696
Reservoir,u,350000,SP,12/11/2016,11.2,3073,1,1,2,96
Reservoir,h,644000,S,12/11/2016,11.2,3073,2,1,2,455
Reservoir,h,940000,S,12/11/2016,11.2,3073,3,1,2,756
Reservoir,h,755000,S,12/11/2016,11.2,3073,2,1,2,0
Reservoir,h,546000,S,13/08/2016,11.2,3073,3,1,2,592
Reservoir,h,635000,SP,15/10/2016,11.2,3073,2,2,2,654
Reservoir,h,765000,S,15/10/2016,11.2,3073,3,1,2,551
Reservoir,u,440000,SP,15/10/2016,11.2,3073,2,1,2,132
Reservoir,h,715000,SP,15/10/2016,11.2,3073,3,2,2,251
Reservoir,h,670000,SP,16/04/2016,11.2,3073,4,2,2,578
Reservoir,h,650000,S,16/04/2016,11.2,3073,3,1,2,468
Reservoir,h,540000,S,16/04/2016,11.2,3073,3,1,2,496
Reservoir,h,830000,S,16/07/2016,11.2,3073,3,1,2,671
Reservoir,h,780000,PI,17/09/2016,11.2,3073,3,1,2,464
Reservoir,h,1120000,S,18/03/2017,11.2,3073,3,1,2,744
Reservoir,u,470000,S,18/03/2017,11.2,3073,3,1,2,159
Reservoir,h,655000,S,18/03/2017,11.2,3073,3,2,2,456
Reservoir,h,885000,S,18/03/2017,11.2,3073,3,1,2,518
Reservoir,h,510000,S,18/03/2017,11.2,3073,2,1,2,268
Reservoir,h,750000,S,18/06/2016,11.2,3073,4,1,2,747
Reservoir,h,613000,S,18/06/2016,11.2,3073,3,1,2,745
Reservoir,h,779000,S,18/06/2016,11.2,3073,3,1,2,945
Reservoir,h,950000,S,19/11/2016,11.2,3073,3,2,2,565
Reservoir,h,730000,PI,19/11/2016,11.2,3073,4,1,2,770
Reservoir,h,905000,S,19/11/2016,11.2,3073,3,1,2,950
Reservoir,h,767000,S,19/11/2016,11.2,3073,3,1,2,561
Reservoir,u,450000,VB,22/05/2016,11.2,3073,3,1,2,179
Reservoir,h,670500,S,22/08/2016,11.2,3073,3,1,2,654
Reservoir,u,475000,SP,22/08/2016,11.2,3073,3,1,2,521
Reservoir,h,572000,S,23/04/2016,11.2,3073,3,1,2,41400
Reservoir,h,600000,S,23/04/2016,11.2,3073,3,2,2,0
Reservoir,h,692500,S,23/04/2016,11.2,3073,3,2,2,803
Reservoir,h,790000,S,23/04/2016,11.2,3073,4,2,2,1090
Reservoir,h,866000,S,24/09/2016,11.2,3073,3,1,2,569
Reservoir,h,601000,S,25/02/2017,11.2,3073,3,1,2,460
Reservoir,h,968000,S,25/02/2017,11.2,3073,2,1,2,631
Reservoir,t,420000,VB,26/07/2016,11.2,3073,2,1,2,153
Reservoir,h,815000,S,26/07/2016,11.2,3073,3,1,2,550
Reservoir,h,882500,S,26/07/2016,11.2,3073,3,2,2,681
Reservoir,h,793000,S,26/07/2016,11.2,3073,3,1,2,589
Reservoir,h,550000,PI,27/06/2016,11.2,3073,3,2,2,260
Reservoir,u,477000,S,27/06/2016,11.2,3073,2,1,2,115
Reservoir,u,672000,S,27/06/2016,11.2,3073,3,1,2,855
Reservoir,h,751000,S,27/11/2016,11.2,3073,3,1,2,604
Reservoir,h,777000,S,27/11/2016,11.2,3073,3,1,2,480
Reservoir,h,620000,SP,27/11/2016,11.2,3073,3,1,2,653
Reservoir,h,762500,S,27/11/2016,11.2,3073,3,1,2,677
Reservoir,h,832000,S,27/11/2016,11.2,3073,3,1,2,496
Reservoir,h,820000,SP,27/11/2016,11.2,3073,5,2,2,737
Reservoir,h,784000,S,28/05/2016,11.2,3073,3,1,2,602
Reservoir,h,1186000,SP,28/05/2016,11.2,3073,4,1,2,895
Reservoir,h,885000,S,28/05/2016,11.2,3073,4,2,2,508
Reservoir,h,810000,S,28/08/2016,11.2,3073,3,2,2,279
Reservoir,h,730000,VB,28/08/2016,11.2,3073,2,1,2,637
Reservoir,h,680000,S,28/08/2016,11.2,3073,4,1,2,561
Richmond,u,795250,S,3/09/2016,2.6,3121,2,1,2,0
Richmond,h,2180000,PI,3/12/2016,2.6,3121,3,2,2,345
Richmond,h,3335000,S,3/12/2016,2.6,3121,4,2,2,319
Richmond,u,550000,SP,6/08/2016,2.6,3121,2,1,2,0
Richmond,h,1375000,S,6/08/2016,2.6,3121,4,2,2,58
Richmond,h,1350000,PI,7/05/2016,2.6,3121,3,1,2,332
Richmond,u,815000,S,7/11/2016,2.6,3121,2,2,2,0
Richmond,h,1275000,PI,8/10/2016,2.6,3121,3,1,2,204
Richmond,u,695000,S,10/09/2016,2.6,3121,2,1,2,0
Richmond,t,1430000,S,12/11/2016,2.6,3121,2,2,2,153
Richmond,h,1465000,S,12/11/2016,2.6,3121,3,2,2,233
Richmond,h,1115000,S,14/05/2016,2.6,3121,3,2,2,129
Richmond,u,640000,SP,14/05/2016,2.6,3121,2,1,2,0
Richmond,h,3020000,S,14/05/2016,2.6,3121,3,2,2,389
Richmond,h,1088000,S,16/04/2016,2.6,3121,3,3,2,168
Richmond,h,912000,S,16/07/2016,2.6,3121,2,1,2,204
Richmond,h,1045000,S,17/09/2016,2.6,3121,2,1,2,200
Richmond,u,931000,S,18/03/2017,2.6,3121,3,2,2,0
Richmond,h,1220000,S,18/06/2016,2.6,3121,2,1,2,198
Richmond,h,1430000,S,18/06/2016,2.6,3121,2,1,2,292
Richmond,u,604000,SP,22/05/2016,2.6,3121,2,2,2,0
Richmond,h,1320000,S,24/09/2016,2.6,3121,3,2,2,171
Richmond,u,791500,S,24/09/2016,2.6,3121,3,2,2,0
Richmond,h,1600000,S,24/09/2016,2.6,3121,3,2,2,80
Richmond,t,1582000,S,25/02/2017,2.6,3121,3,3,2,119
Richmond,h,1570000,S,27/06/2016,2.6,3121,3,1,2,248
Richmond,h,1350000,VB,27/11/2016,2.6,3121,3,2,2,133
Richmond,h,1405000,S,27/11/2016,2.6,3121,3,1,2,212
Richmond,u,807000,S,27/11/2016,2.6,3121,2,2,2,0
Richmond,h,1400000,PI,27/11/2016,2.6,3121,3,1,2,0
Richmond,h,1212500,S,30/07/2016,2.6,3121,4,3,2,108
Richmond,h,1520000,S,30/07/2016,2.6,3121,3,1,2,248
Rosanna,h,1020000,PI,7/05/2016,11.4,3084,4,2,2,843
Rosanna,h,1050000,SP,7/05/2016,11.4,3084,3,1,2,1016
Rosanna,h,780000,S,11/02/2017,11.4,3084,3,1,2,627
Rosanna,h,1051000,SP,12/11/2016,11.4,3084,4,2,2,651
Rosanna,h,720000,SP,13/08/2016,11.4,3084,3,1,2,604
Rosanna,h,725000,S,14/05/2016,11.4,3084,2,2,2,336
Rosanna,h,915000,SP,14/05/2016,11.4,3084,4,3,2,0
Rosanna,u,600000,S,14/05/2016,11.4,3084,3,2,2,169
Rosanna,h,890000,VB,14/05/2016,11.4,3084,4,3,2,583
Rosanna,h,860000,S,16/07/2016,11.4,3084,3,1,2,583
Rosanna,h,1020000,SP,17/09/2016,11.4,3084,3,1,2,927
Rosanna,u,780000,S,25/02/2017,11.4,3084,3,1,2,239
Rosanna,h,1720000,S,27/11/2016,11.4,3084,4,4,2,1215
Rosanna,h,1021000,S,30/07/2016,11.4,3084,4,2,2,782
Rosanna,t,990000,S,30/07/2016,11.4,3084,3,2,2,276
Rosanna,h,908000,S,30/07/2016,11.4,3084,3,1,2,692
Seddon,h,1325000,VB,4/06/2016,6.6,3011,3,3,2,227
Seddon,u,450000,S,6/08/2016,6.6,3011,2,1,2,0
Seddon,h,1330000,S,7/11/2016,6.6,3011,3,3,2,168
Seddon,h,1350000,PI,8/10/2016,6.6,3011,3,3,2,227
Seddon,h,920000,PI,16/04/2016,6.6,3011,3,2,2,0
Seddon,h,1395000,SP,16/04/2016,6.6,3011,3,1,2,467
Seddon,h,875000,S,16/07/2016,6.6,3011,3,2,2,193
Seddon,h,990000,S,18/03/2017,6.6,3011,2,1,2,306
South Melbourne,u,862000,S,10/09/2016,2.1,3205,3,2,2,0
South Melbourne,u,1500000,VB,16/04/2016,2.1,3205,2,2,2,0
South Melbourne,u,1050000,VB,17/09/2016,2.1,3205,2,2,2,0
South Melbourne,h,1100000,VB,17/09/2016,2.1,3205,2,1,2,185
South Melbourne,h,1825000,S,18/06/2016,2.1,3205,3,2,2,151
South Melbourne,u,1550000,PI,18/06/2016,2.1,3205,3,4,2,0
South Melbourne,u,1360000,S,22/05/2016,2.1,3205,2,1,2,0
South Melbourne,h,1615000,S,22/05/2016,2.1,3205,4,3,2,577
South Melbourne,h,2300000,S,24/09/2016,2.1,3205,3,2,2,0
South Melbourne,u,742000,SP,27/11/2016,2.1,3205,3,2,2,0
South Melbourne,u,690000,VB,30/07/2016,2.1,3205,2,2,2,0
South Yarra,u,930000,S,3/09/2016,3.3,3141,2,2,2,0
South Yarra,u,850000,PI,3/12/2016,3.3,3141,2,2,2,0
South Yarra,u,1230000,S,3/12/2016,3.3,3141,3,2,2,0
South Yarra,u,965000,S,3/12/2016,3.3,3141,2,2,2,2143
South Yarra,u,1880000,S,3/12/2016,3.3,3141,3,2,2,0
South Yarra,u,990000,SA,4/03/2017,3.3,3141,2,2,2,0
South Yarra,u,978500,S,4/03/2017,3.3,3141,2,2,2,17200
South Yarra,u,750000,S,4/06/2016,3.3,3141,3,2,2,0
South Yarra,h,2325000,S,7/11/2016,3.3,3141,2,2,2,355
South Yarra,u,1300000,PI,8/10/2016,3.3,3141,2,2,2,0
South Yarra,h,2430000,S,10/12/2016,3.3,3141,2,1,2,367
South Yarra,h,1500000,S,12/06/2016,3.3,3141,2,1,2,141
South Yarra,h,2870000,S,12/11/2016,3.3,3141,3,2,2,350
South Yarra,h,1700000,S,15/10/2016,3.3,3141,3,2,2,141
South Yarra,u,1240000,S,15/10/2016,3.3,3141,2,2,2,0
South Yarra,h,2285000,S,15/10/2016,3.3,3141,3,2,2,221
South Yarra,h,3000000,VB,15/10/2016,3.3,3141,3,3,2,191
South Yarra,u,600000,S,17/09/2016,3.3,3141,2,1,2,0
South Yarra,h,2600000,PI,18/03/2017,3.3,3141,4,2,2,141
South Yarra,h,2395000,S,18/03/2017,3.3,3141,3,1,2,442
South Yarra,h,1400000,VB,25/02/2017,3.3,3141,3,2,2,0
South Yarra,u,827000,S,26/07/2016,3.3,3141,2,2,2,17200
South Yarra,h,2667000,S,27/11/2016,3.3,3141,4,3,2,446
Southbank,u,800000,PI,24/09/2016,1.2,3006,2,2,2,0
Spotswood,h,832500,S,7/05/2016,7.7,3015,2,1,2,562
Spotswood,h,850000,S,8/10/2016,7.7,3015,2,1,2,502
Spotswood,h,1080000,S,10/09/2016,7.7,3015,3,1,2,472
Spotswood,h,1170000,VB,10/12/2016,7.7,3015,4,2,2,489
Spotswood,h,1035000,S,19/11/2016,7.7,3015,3,1,2,675
St Kilda,h,2000000,VB,4/03/2017,6.1,3182,5,2,2,436
St Kilda,h,2220000,S,4/03/2017,6.1,3182,4,2,2,402
St Kilda,h,2000000,VB,4/03/2017,6.1,3182,3,2,2,176
St Kilda,u,685000,S,4/03/2017,6.1,3182,2,2,2,0
St Kilda,u,610000,S,7/05/2016,6.1,3182,3,1,2,7170
St Kilda,t,1400000,VB,7/11/2016,6.1,3182,3,2,2,128
St Kilda,u,487500,S,8/10/2016,6.1,3182,2,1,2,1676
St Kilda,u,560000,S,10/09/2016,6.1,3182,2,1,2,1676
St Kilda,h,1900000,S,10/12/2016,6.1,3182,3,2,2,289
St Kilda,h,1900000,PI,12/11/2016,6.1,3182,4,2,2,507
St Kilda,h,920000,PI,15/10/2016,6.1,3182,3,2,2,124
St Kilda,t,1295000,S,16/07/2016,6.1,3182,3,2,2,0
St Kilda,h,1120000,PI,18/03/2017,6.1,3182,3,2,2,1039
St Kilda,u,785000,PI,18/06/2016,6.1,3182,2,2,2,0
St Kilda,u,1600000,PI,25/02/2017,6.1,3182,3,2,2,0
St Kilda,h,1950000,S,26/07/2016,6.1,3182,4,2,2,436
St Kilda,h,1678000,S,27/06/2016,6.1,3182,3,2,2,361
St Kilda,u,500000,SP,27/11/2016,6.1,3182,2,2,2,0
St Kilda,u,1100000,S,28/05/2016,6.1,3182,2,1,2,1458
Strathmore,h,905000,S,3/09/2016,9.7,3041,3,2,2,662
Strathmore,h,1052000,S,3/09/2016,9.7,3041,4,2,2,699
Strathmore,h,1200000,S,10/09/2016,9.7,3041,3,2,2,1781
Strathmore,h,1194000,S,11/02/2017,9.7,3041,3,1,2,650
Strathmore,h,1440000,S,12/06/2016,9.7,3041,5,3,2,617
Strathmore,h,1300000,PI,12/11/2016,9.7,3041,4,3,2,0
Strathmore,h,910000,S,15/10/2016,9.7,3041,3,1,2,692
Strathmore,h,622500,S,16/07/2016,9.7,3041,3,2,2,254
Strathmore,h,1280000,VB,18/03/2017,9.7,3041,4,2,2,689
Strathmore,h,1080000,S,18/06/2016,9.7,3041,3,2,2,211
Strathmore,h,1715000,S,18/06/2016,9.7,3041,4,3,2,650
Strathmore,h,2650000,S,19/11/2016,9.7,3041,5,3,2,755
Strathmore,h,1205000,SP,23/04/2016,9.7,3041,3,1,2,650
Strathmore,h,1000000,SP,25/02/2017,9.7,3041,3,1,2,697
Strathmore,h,960000,VB,27/06/2016,9.7,3041,5,3,2,387
Strathmore,h,1370000,S,28/05/2016,9.7,3041,4,2,2,908
Strathmore,h,880000,VB,30/07/2016,9.7,3041,5,3,2,387
Strathmore,h,1285000,S,30/07/2016,9.7,3041,3,2,2,616
Sunshine,h,735000,S,4/03/2017,12.6,3020,3,1,2,539
Sunshine,h,710000,S,4/03/2017,12.6,3020,2,1,2,619
Sunshine,h,745000,SP,4/03/2017,12.6,3020,3,1,2,518
Sunshine,h,1030000,S,7/05/2016,12.6,3020,4,2,2,803
Sunshine,h,890000,S,12/11/2016,12.6,3020,4,1,2,668
Sunshine,h,715000,S,14/05/2016,12.6,3020,3,1,2,558
Sunshine,h,611000,S,17/09/2016,12.6,3020,2,1,2,204
Sunshine,h,551000,S,18/03/2017,12.6,3020,2,1,2,613
Sunshine,h,888000,S,18/03/2017,12.6,3020,4,1,2,562
Sunshine,h,607500,S,18/06/2016,12.6,3020,3,1,2,487
Sunshine,h,850000,S,18/06/2016,12.6,3020,3,1,2,505
Sunshine,h,930000,S,19/11/2016,12.6,3020,4,2,2,504
Sunshine,h,570000,PI,19/11/2016,12.6,3020,3,1,2,535
Sunshine,h,571000,S,22/05/2016,12.6,3020,3,1,2,589
Sunshine,h,835000,S,22/05/2016,12.6,3020,4,2,2,465
Sunshine,h,910000,PI,25/02/2017,12.6,3020,3,2,2,653
Sunshine,h,607000,S,25/02/2017,12.6,3020,3,1,2,563
Sunshine,t,500000,PI,27/06/2016,12.6,3020,3,1,2,224
Sunshine,t,410000,SP,28/05/2016,12.6,3020,2,2,2,204
Sunshine,h,720000,S,28/05/2016,12.6,3020,2,1,2,465
Sunshine,h,711000,S,28/08/2016,12.6,3020,3,1,2,494
Sunshine,h,591500,S,30/07/2016,12.6,3020,3,1,2,427
Sunshine North,h,490000,PI,4/06/2016,13.3,3020,3,1,2,541
Sunshine North,h,480000,PI,6/08/2016,13.3,3020,3,1,2,546
Sunshine North,h,607000,S,7/05/2016,13.3,3020,3,1,2,575
Sunshine North,h,626800,S,7/11/2016,13.3,3020,4,1,2,581
Sunshine North,h,670000,S,8/10/2016,13.3,3020,3,1,2,532
